Experiment subset: sand-gravel (SG) on smooth bed
Data tables for cross sections at x= 2, 32, and 66 m are listed in succession below,
separated by blank lines and headers.

		
Cross section: x = 2 m		
Column Headings: t is the time since gate release. h is the mean flow thickness.		
SD denotes the standard deviation from the mean.		

t(s)	h(m)		SD h(m)
7.8585	-0.019043859	0.026951512
7.8685	-0.01763471	0.027675302
7.8785	-0.017569866	0.026536944
7.8885	-0.016334232	0.025422123
7.8985	-0.016298342	0.024112435
7.9085	-0.015115076	0.026037913
7.9185	-0.015885394	0.02499303
7.9285	-0.016067398	0.025170455
7.9385	-0.016047545	0.024345174
7.9485	-0.0146278	0.025716959
7.9585	-0.015101619	0.024914218
7.9685	-0.014786164	0.024123219
7.9785	-0.014979836	0.024044131
7.9885	-0.014727556	0.02443848
7.9985	-0.015437868	0.02461467
8.0085	-0.015692483	0.023982855
8.0185	-0.014985502	0.024944113
8.0285	-0.012360719	0.0240049
8.0385	-0.012962758	0.023350273
8.0485	-0.012629214	0.022944034
8.0585	-0.012784492	0.023110354
8.0685	-0.012927344	0.022724032
8.0785	-0.012585119	0.024235444
8.0885	-0.013116579	0.021942341
8.0985	-0.013056438	0.022894435
8.1085	-0.014613195	0.024204054
8.1185	-0.014919279	0.025845023
8.1285	-0.014044887	0.027598757
8.1385	-0.013777839	0.028818098
8.1485	-0.014129621	0.029298912
8.1585	-0.01388357	0.029908462
8.1685	-0.015510897	0.029009844
8.1785	-0.01648601	0.02821822
8.1885	-0.016823051	0.028589037
8.1985	-0.016730529	0.028662754
8.2085	-0.016407027	0.029319314
8.2185	-0.016607369	0.029332474
8.2285	-0.018975881	0.033649229
8.2385	-0.020517285	0.037264817
8.2485	-0.021474418	0.041159515
8.2585	-0.021405101	0.041158891
8.2685	-0.022958137	0.041385631
8.2785	-0.022869451	0.042305467
8.2885	-0.023398236	0.042511908
8.2985	-0.023417704	0.042547084
8.3085	-0.023308005	0.04465157
8.3185	-0.023142721	0.043706198
8.3285	-0.023364101	0.043366618
8.3385	-0.023081938	0.043533259
8.3485	-0.023906567	0.043360866
8.3585	-0.02461107	0.043179456
8.3685	-0.026104708	0.044552659
8.3785	-0.027067043	0.044948591
8.3885	-0.027921181	0.045789299
8.3985	-0.027433778	0.04645143
8.4085	-0.027766749	0.04671576
8.4185	-0.026901962	0.046998285
8.4285	-0.030154868	0.049426438
8.4385	-0.030716793	0.051186886
8.4485	-0.031941381	0.05179996
8.4585	-0.031625618	0.050640036
8.4685	-0.030532306	0.052129427
8.4785	-0.030517122	0.051976707
8.4885	-0.030779704	0.052453076
8.4985	-0.031349458	0.052415614
8.5085	-0.031315267	0.052077661
8.5185	-0.03139719	0.052557772
8.5285	-0.030921588	0.053015872
8.5385	-0.030813082	0.051806049
8.5485	-0.031141988	0.052470434
8.5585	-0.031412095	0.053316388
8.5685	-0.031652421	0.053515153
8.5785	-0.032091479	0.05421136
8.5885	-0.032318057	0.05661309
8.5985	-0.031537616	0.05527675
8.6085	-0.03095856	0.055252238
8.6185	-0.031268611	0.055531508
8.6285	-0.032068807	0.055562799
8.6385	-0.032242511	0.055102337
8.6485	-0.030658302	0.054544108
8.6585	-0.027897003	0.048148924
8.6685	-0.025137712	0.044078765
8.6785	-0.024644887	0.041673082
8.6885	-0.02399057	0.040555899
8.6985	-0.023896538	0.040676911
8.7085	-0.023671657	0.039491676
8.7185	-0.023265965	0.039018911
8.7285	-0.023225637	0.040155725
8.7385	-0.022278671	0.039265015
8.7485	-0.022654719	0.039015992
8.7585	-0.021329686	0.037864396
8.7685	-0.021662126	0.038499696
8.7785	-0.022590994	0.039898073
8.7885	-0.023141216	0.040389159
8.7985	-0.020717846	0.03692328
8.8085	-0.018992006	0.036204238
8.8185	-0.01756091	0.035657228
8.8285	-0.016327142	0.032453122
8.8385	-0.01792335	0.03252215
8.8485	-0.018957115	0.036452405
8.8585	-0.021332477	0.043816819
8.8685	-0.021331371	0.046268725
8.8785	-0.020113285	0.044792394
8.8885	-0.02074369	0.044196734
8.8985	-0.019877891	0.044704925
8.9085	-0.020196079	0.045943451
8.9185	-0.020021812	0.046571596
8.9285	-0.019907534	0.046404278
8.9385	-0.016659133	0.037360735
8.9485	-0.01581686	0.03354332
8.9585	-0.014439984	0.031766055
8.9685	-0.014711285	0.032813528
8.9785	-0.014727623	0.033240096
8.9885	-0.01396575	0.031634722
8.9985	-0.011835219	0.023418874
9.0085	-0.009935232	0.019715553
9.0185	-0.010159902	0.019507401
9.0285	-0.009768265	0.017722202
9.0385	-0.009528389	0.018186542
9.0485	-0.00973923	0.018591314
9.0585	-0.010564754	0.018644095
9.0685	-0.011215182	0.018902766
9.0785	-0.010781195	0.017908468
9.0885	-0.009147098	0.01775682
9.0985	-0.009964065	0.018638861
9.1085	-0.009301679	0.018694527
9.1185	-0.009658962	0.019210094
9.1285	-0.010688678	0.020393685
9.1385	-0.010083973	0.018912012
9.1485	-0.009526575	0.018716369
9.1585	-0.010518834	0.018812803
9.1685	-0.009807637	0.017837857
9.1785	-0.008624157	0.017471361
9.1885	-0.009084474	0.019176395
9.1985	-0.00925627	0.017373668
9.2085	-0.008834946	0.018260781
9.2185	-0.007217405	0.01684305
9.2285	-0.008495207	0.017128509
9.2385	-0.009270559	0.018658111
9.2485	-0.009268022	0.018349093
9.2585	-0.009732889	0.0175108
9.2685	-0.009008002	0.018249181
9.2785	-0.010533021	0.018646547
9.2885	-0.010192154	0.018904135
9.2985	-0.009917076	0.019101052
9.3085	-0.009852037	0.019297639
9.3185	-0.009240773	0.017453173
9.3285	-0.009234926	0.019020764
9.3385	-0.008584913	0.020143888
9.3485	-0.009575271	0.019818393
9.3585	-0.009421534	0.019731909
9.3685	-0.009435157	0.018591197
9.3785	-0.008841042	0.018117016
9.3885	-0.007895912	0.019111091
9.3985	-0.008574251	0.01945903
9.4085	-0.0087919	0.019105278
9.4185	-0.007051224	0.0155052
9.4285	-0.004461334	0.01393708
9.4385	-0.003127198	0.014447166
9.4485	-0.004417598	0.011787355
9.4585	-0.004756979	0.011788166
9.4685	-0.004017435	0.010561671
9.4785	-0.003766178	0.010793475
9.4885	-0.004293604	0.00979219
9.4985	-0.005110996	0.009448449
9.5085	-0.005159261	0.009904618
9.5185	-0.003827835	0.010339678
9.5285	-0.004239524	0.008256832
9.5385	-0.00433747	0.007975166
9.5485	-0.004371958	0.00723751
9.5585	-0.00501511	0.006814521
9.5685	-0.004743326	0.00649055
9.5785	-0.004385797	0.007247139
9.5885	-0.004892267	0.007801181
9.5985	-0.00534606	0.007629935
9.6085	-0.005867614	0.008006385
9.6185	-0.005940907	0.007245765
9.6285	-0.005950995	0.00675315
9.6385	-0.006086914	0.007238711
9.6485	-0.005325735	0.006596582
9.6585	-0.005009956	0.00703553
9.6685	-0.005827795	0.006660778
9.6785	-0.00553882	0.006819505
9.6885	-0.006471435	0.005489841
9.6985	-0.005835776	0.006093635
9.7085	-0.005009642	0.006347257
9.7185	-0.005371662	0.00590385
9.7285	-0.006099653	0.005847186
9.7385	-0.005590706	0.0057206
9.7485	-0.004981938	0.005826793
9.7585	-0.005770359	0.006491951
9.7685	-0.006554657	0.006760808
9.7785	-0.006503928	0.006527942
9.7885	-0.005239831	0.00666259
9.7985	-0.006011865	0.006138811
9.8085	-0.006439513	0.006440035
9.8185	-0.006781505	0.006685939
9.8285	-0.006019346	0.00582046
9.8385	-0.005314806	0.005847468
9.8485	-0.005360754	0.006672569
9.8585	-0.004135913	0.008336076
9.8685	-0.005121956	0.007298249
9.8785	-0.00519134	0.006597795
9.8885	-0.004490971	0.007274995
9.8985	-0.004679005	0.006619798
9.9085	-0.005343135	0.006591321
9.9185	-0.004976945	0.006707214
9.9285	-0.004527751	0.007107869
9.9385	-0.00488395	0.006922389
9.9485	-0.004947527	0.007739179
9.9585	-0.00467128	0.00737661
9.9685	-0.00399895	0.007764091
9.9785	-0.004837275	0.008243002
9.9885	-0.005580886	0.008501788
9.9985	-0.004966367	0.008634799
10.0085	-0.004790353	0.008430928
10.0185	-0.004650918	0.008228532
10.0285	-0.004922968	0.008202516
10.0385	-0.004689054	0.007738238
10.0485	-0.004914222	0.008112591
10.0585	-0.004993566	0.007883861
10.0685	-0.003878563	0.008446107
10.0785	-0.003736562	0.008394724
10.0885	-0.003993939	0.009068752
10.0985	-0.004322448	0.009082007
10.1085	-0.005524413	0.008878399
10.1185	-0.005083353	0.008159955
10.1285	-0.005548672	0.008328033
10.1385	-0.005054606	0.008990486
10.1485	-0.004305416	0.009898442
10.1585	-0.005583976	0.009051621
10.1685	-0.005168242	0.009180661
10.1785	-0.004954669	0.007345004
10.1885	-0.005026018	0.007354508
10.1985	-0.005506954	0.007687846
10.2085	-0.004809982	0.00812806
10.2185	-0.004832093	0.007786376
10.2285	-0.003867155	0.008364362
10.2385	-0.004774461	0.007766593
10.2485	-0.003096702	0.008190464
10.2585	-0.003839694	0.007947256
10.2685	-0.004690958	0.007615572
10.2785	-0.00515728	0.007918314
10.2885	-0.004630688	0.008943491
10.2985	-0.004931856	0.008644315
10.3085	-0.004548653	0.007455109
10.3185	-0.00439571	0.006353383
10.3285	-0.004812841	0.006959006
10.3385	-0.004928502	0.00769466
10.3485	-0.0039046	0.009534768
10.3585	-0.004689707	0.007611517
10.3685	-0.00474426	0.007190164
10.3785	-0.004969902	0.008482901
10.3885	-0.005672794	0.007094531
10.3985	-0.00579993	0.006996684
10.4085	-0.006015352	0.006693696
10.4185	-0.006057485	0.007911042
10.4285	-0.004778554	0.00808328
10.4385	-0.005645353	0.007557012
10.4485	-0.006236107	0.006531034
10.4585	-0.007416638	0.007664148
10.4685	-0.007370275	0.007684023
10.4785	-0.007475563	0.007879809
10.4885	-0.006832805	0.008269881
10.4985	-0.00692577	0.008843196
10.5085	-0.007365893	0.008738368
10.5185	-0.007269197	0.009071063
10.5285	-0.006691245	0.007956977
10.5385	-0.006768479	0.007807604
10.5485	-0.007278826	0.007348546
10.5585	-0.006438509	0.008347624
10.5685	-0.005869227	0.009184729
10.5785	-0.006110726	0.008889795
10.5885	-0.006451314	0.007794747
10.5985	-0.006748891	0.008637779
10.6085	-0.006060576	0.007836378
10.6185	-0.006040473	0.007034968
10.6285	-0.004939311	0.009057296
10.6385	-0.00446916	0.008165293
10.6485	-0.00441069	0.007819969
10.6585	-0.00609651	0.007448774
10.6685	-0.006634706	0.00658185
10.6785	-0.005935609	0.007418042
10.6885	-0.00532733	0.007804269
10.6985	-0.005408796	0.00738294
10.7085	-0.005471052	0.008456384
10.7185	-0.005984074	0.008085774
10.7285	-0.00685618	0.007877757
10.7385	-0.006229397	0.006869093
10.7485	-0.005855772	0.007765085
10.7585	-0.006661995	0.008014147
10.7685	-0.00761547	0.008237878
10.7785	-0.007969773	0.009091907
10.7885	-0.008620956	0.00914272
10.7985	-0.008839007	0.009594669
10.8085	-0.007905612	0.010170004
10.8185	-0.007273812	0.009681474
10.8285	-0.007637133	0.009812508
10.8385	-0.007895914	0.011500968
10.8485	-0.008350586	0.010129696
10.8585	-0.007836589	0.010475153
10.8685	-0.008249501	0.010309373
10.8785	-0.008509449	0.010715129
10.8885	-0.007746051	0.011497607
10.8985	-0.008758992	0.011960745
10.9085	-0.009149546	0.011704179
10.9185	-0.008730255	0.012394426
10.9285	-0.008903339	0.011943777
10.9385	-0.008629705	0.012263082
10.9485	-0.009174746	0.011250469
10.9585	-0.008408527	0.011251464
10.9685	-0.008473495	0.01093416
10.9785	-0.00844443	0.011376834
10.9885	-0.009399978	0.010324041
10.9985	-0.008686286	0.012249298
11.0085	-0.009655542	0.011890428
11.0185	-0.009204324	0.012551237
11.0285	-0.00904532	0.011186629
11.0385	-0.00958217	0.010850806
11.0485	-0.010475528	0.011009158
11.0585	-0.01093511	0.011670667
11.0685	-0.010477219	0.01190004
11.0785	-0.009577837	0.013291205
11.0885	-0.009941922	0.012330046
11.0985	-0.009420804	0.011888593
11.1085	-0.010451537	0.011220532
11.1185	-0.011050284	0.011079634
11.1285	-0.010576298	0.011276185
11.1385	-0.009951932	0.012243074
11.1485	-0.009648425	0.012766717
11.1585	-0.009471511	0.011793619
11.1685	-0.009267399	0.010988172
11.1785	-0.009466369	0.010376012
11.1885	-0.009263431	0.011302628
11.1985	-0.009898559	0.011953389
11.2085	-0.009738763	0.012292033
11.2185	-0.009615272	0.011300609
11.2285	-0.008590895	0.011096277
11.2385	-0.008532259	0.009775181
11.2485	-0.00806194	0.01007196
11.2585	-0.007960581	0.008960166
11.2685	-0.008770956	0.008717228
11.2785	-0.007830291	0.010271327
11.2885	-0.007306781	0.01132995
11.2985	-0.007539548	0.00984653
11.3085	-0.007428608	0.009730067
11.3185	-0.007152207	0.008826628
11.3285	-0.007414799	0.008599373
11.3385	-0.007073435	0.009299806
11.3485	-0.006579478	0.009238354
11.3585	-0.006488553	0.009670844
11.3685	-0.00676265	0.009781111
11.3785	-0.006269694	0.009722903
11.3885	-0.005728839	0.008380871
11.3985	-0.00572146	0.009984983
11.4085	-0.005840716	0.009044433
11.4185	-0.005440367	0.010062044
11.4285	-0.0053671	0.01012958
11.4385	-0.004646232	0.00932396
11.4485	-0.004528957	0.008834685
11.4585	-0.004264594	0.007844138
11.4685	-0.004217242	0.00749339
11.4785	-0.00464096	0.006822854
11.4885	-0.003915272	0.009309734
11.4985	-0.004015081	0.008245362
11.5085	-0.004274089	0.007616208
11.5185	-0.004124124	0.007250725
11.5285	-0.003613691	0.007204264
11.5385	-0.003574661	0.009238661
11.5485	-0.004601925	0.006764143
11.5585	-0.005580762	0.00808804
11.5685	-0.004391792	0.007350776
11.5785	-0.004415263	0.007390343
11.5885	-0.004448458	0.00670434
11.5985	-0.003827954	0.007443499
11.6085	-0.005043029	0.006497652
11.6185	-0.005337588	0.006498725
11.6285	-0.004706255	0.006731786
11.6385	-0.004017825	0.007076091
11.6485	-0.003369235	0.006349902
11.6585	-0.003623529	0.00714535
11.6685	-0.002272692	0.005746581
11.6785	-0.002245681	0.006309421
11.6885	-0.001923151	0.007279724
11.6985	-0.002129875	0.007213398
11.7085	-0.001951724	0.006841371
11.7185	-0.001503316	0.006740955
11.7285	-0.00183598	0.00543573
11.7385	-0.002600797	0.005762627
11.7485	-0.002228839	0.00568852
11.7585	-0.001683502	0.006938553
11.7685	-0.00237933	0.006887686
11.7785	-0.001703	0.006812373
11.7885	-0.003116563	0.006020521
11.7985	-0.00326321	0.006828949
11.8085	-0.003232133	0.007124649
11.8185	-0.00312775	0.0063193
11.8285	-0.00365748	0.00607234
11.8385	-0.003508107	0.005847259
11.8485	-0.0023021	0.007013813
11.8585	-0.003136246	0.006623628
11.8685	-0.003120001	0.006678488
11.8785	-0.002578058	0.006477029
11.8885	-0.002948564	0.006620621
11.8985	-0.003354376	0.006581955
11.9085	-0.003716531	0.006893767
11.9185	-0.003596587	0.006550931
11.9285	-0.001707799	0.007522163
11.9385	-0.002658841	0.006449522
11.9485	-0.002995333	0.006888831
11.9585	-0.003067775	0.006885976
11.9685	-0.003091356	0.005844495
11.9785	-0.003229278	0.005151387
11.9885	-0.002754362	0.006364991
11.9985	-0.003364907	0.005807787
12.0085	-0.002617857	0.007720888
12.0185	-0.003245088	0.006675221
12.0285	-0.003485677	0.005770663
12.0385	-0.003953813	0.005420795
12.0485	-0.004203017	0.005881616
12.0585	-0.004481655	0.00594334
12.0685	-0.004402941	0.006994548
12.0785	-0.004823395	0.006460708
12.0885	-0.004930619	0.006157072
12.0985	-0.004979142	0.005398836
12.1085	-0.00503287	0.006780038
12.1185	-0.005551553	0.007364555
12.1285	-0.004881674	0.008413862
12.1385	-0.005386702	0.007843272
12.1485	-0.00457951	0.008460519
12.1585	-0.005108621	0.008639674
12.1685	-0.004862554	0.009512649
12.1785	-0.005316487	0.008818866
12.1885	-0.006123143	0.008228793
12.1985	-0.007672221	0.007998146
12.2085	-0.006952235	0.009467361
12.2185	-0.007156439	0.009015516
12.2285	-0.007141076	0.008913242
12.2385	-0.007214921	0.00882706
12.2485	-0.007078531	0.009772176
12.2585	-0.00753975	0.009061831
12.2685	-0.009217849	0.007592153
12.2785	-0.00849193	0.007930424
12.2885	-0.00820743	0.008985332
12.2985	-0.007329583	0.009895454
12.3085	-0.007216917	0.009082197
12.3185	-0.007734692	0.009078767
12.3285	-0.008685075	0.009041377
12.3385	-0.007489182	0.01060936
12.3485	-0.007833528	0.009422432
12.3585	-0.008276057	0.010068847
12.3685	-0.008115617	0.010656257
12.3785	-0.007807072	0.011588485
12.3885	-0.008220668	0.010391997
12.3985	-0.008275437	0.010509075
12.4085	-0.009982682	0.008533128
12.4185	-0.007386498	0.01082416
12.4285	-0.007833786	0.009757875
12.4385	-0.00757532	0.009231594
12.4485	-0.008208079	0.008883646
12.4585	-0.008005368	0.009184058
12.4685	-0.007198536	0.009796031
12.4785	-0.006719656	0.009711827
12.4885	-0.006328587	0.010023018
12.4985	-0.005990279	0.01098822
12.5085	-0.007132933	0.009066879
12.5185	-0.007292019	0.008480337
12.5285	-0.006946229	0.009701099
12.5385	-0.007560154	0.010291925
12.5485	-0.008122598	0.010369856
12.5585	-0.007774262	0.011317612
12.5685	-0.008009378	0.010849049
12.5785	-0.007440175	0.011937561
12.5885	-0.006144227	0.012597506
12.5985	-0.007207264	0.01063783
12.6085	-0.007360961	0.010976101
12.6185	-0.007300052	0.011328799
12.6285	-0.006343661	0.012936
12.6385	-0.006248598	0.011186253
12.6485	-0.006713494	0.011170379
12.6585	-0.0082219	0.009994274
12.6685	-0.00805257	0.012505728
12.6785	-0.0073473	0.011738121
12.6885	-0.007710892	0.011798987
12.6985	-0.00849313	0.01347961
12.7085	-0.009110049	0.012681625
12.7185	-0.009687765	0.011792649
12.7285	-0.00863349	0.013355995
12.7385	-0.007822693	0.012560415
12.7485	-0.008164711	0.01316229
12.7585	-0.008225252	0.012624681
12.7685	-0.007963731	0.011381966
12.7785	-0.008858656	0.014057408
12.7885	-0.010244398	0.015575918
12.7985	-0.011194141	0.017139777
12.8085	-0.010654635	0.017957459
12.8185	-0.011566051	0.018818734
12.8285	-0.012335053	0.019488955
12.8385	-0.01156583	0.020561565
12.8485	-0.011216411	0.020559687
12.8585	-0.010767909	0.020839028
12.8685	-0.011635601	0.019827724
12.8785	-0.010300232	0.02049061
12.8885	-0.010952802	0.020506277
12.8985	-0.009952289	0.021556155
12.9085	-0.010431437	0.021650829
12.9185	-0.010924032	0.021070985
12.9285	-0.011534607	0.021386037
12.9385	-0.011612132	0.020892588
12.9485	-0.011548968	0.020352227
12.9585	-0.011177828	0.0204325
12.9685	-0.011509717	0.020332379
12.9785	-0.011087761	0.021833768
12.9885	-0.011023597	0.021410564
12.9985	-0.012209547	0.022201169
13.0085	-0.01196844	0.021460017
13.0185	-0.012271158	0.020453416
13.0285	-0.011811234	0.020035798
13.0385	-0.011792126	0.020909383
13.0485	-0.011991012	0.021063093
13.0585	-0.012101919	0.021439837
13.0685	-0.01121292	0.021824769
13.0785	-0.011067612	0.021325247
13.0885	-0.010672614	0.02150364
13.0985	-0.010649422	0.021236859
13.1085	-0.011516208	0.021354097
13.1185	-0.012472543	0.020620183
13.1285	-0.011811842	0.021400901
13.1385	-0.010982781	0.02080357
13.1485	-0.010105487	0.02050276
13.1585	-0.009328415	0.020671947
13.1685	-0.009737702	0.020122144
13.1785	-0.010932865	0.019764389
13.1885	-0.009929325	0.020420116
13.1985	-0.009695817	0.020393383
13.2085	-0.008998365	0.020525592
13.2185	-0.009669066	0.020342069
13.2285	-0.010185433	0.020349201
13.2385	-0.010906552	0.020006487
13.2485	-0.011274576	0.02044609
13.2585	-0.011133602	0.021221937
13.2685	-0.010335703	0.021166519
13.2785	-0.011262714	0.020025723
13.2885	-0.011401325	0.019559635
13.2985	-0.010823796	0.018418596
13.3085	-0.010122645	0.01861665
13.3185	-0.009797165	0.019320093
13.3285	-0.010153656	0.019149951
13.3385	-0.010725712	0.018625907
13.3485	-0.008752327	0.016756086
13.3585	-0.007022413	0.014280019
13.3685	-0.006277616	0.014355303
13.3785	-0.005837499	0.012621149
13.3885	-0.005647029	0.011246297
13.3985	-0.006793327	0.010854614
13.4085	-0.006678786	0.011355356
13.4185	-0.006529479	0.011749016
13.4285	-0.00732149	0.011167715
13.4385	-0.006141717	0.010456451
13.4485	-0.005928736	0.009412999
13.4585	-0.006150933	0.008623205
13.4685	-0.00629617	0.009606635
13.4785	-0.006045734	0.011173173
13.4885	-0.006952802	0.010318887
13.4985	-0.00718313	0.010060679
13.5085	-0.007276737	0.009682344
13.5185	-0.006960943	0.009963132
13.5285	-0.007194892	0.009837991
13.5385	-0.006418289	0.009289946
13.5485	-0.007287497	0.009087921
13.5585	-0.006250696	0.009995819
13.5685	-0.006410168	0.009896633
13.5785	-0.005690572	0.010031968
13.5885	-0.005849685	0.009965112
13.5985	-0.005671539	0.010085959
13.6085	-0.006079502	0.009525954
13.6185	-0.006814279	0.010453024
13.6285	-0.006864827	0.010823078
13.6385	-0.006654703	0.011455695
13.6485	-0.007757185	0.010934882
13.6585	-0.007215774	0.009867903
13.6685	-0.007411206	0.009961766
13.6785	-0.008434328	0.011046985
13.6885	-0.007626924	0.01075833
13.6985	-0.007511194	0.011056668
13.7085	-0.008001222	0.012257617
13.7185	-0.00759324	0.013383803
13.7285	-0.007871497	0.012399246
13.7385	-0.008367621	0.011316779
13.7485	-0.008675062	0.011608576
13.7585	-0.00935297	0.011555589
13.7685	-0.008455905	0.010853974
13.7785	-0.008454988	0.011791475
13.7885	-0.007363318	0.011526582
13.7985	-0.008357127	0.010187306
13.8085	-0.007699964	0.009239142
13.8185	-0.008225581	0.00773317
13.8285	-0.008143417	0.008358145
13.8385	-0.007242341	0.009831615
13.8485	-0.007586238	0.008990365
13.8585	-0.007606638	0.009423604
13.8685	-0.006533211	0.008924863
13.8785	-0.005744698	0.008914928
13.8885	-0.005445226	0.009036889
13.8985	-0.00617923	0.008207244
13.9085	-0.007001876	0.008895228
13.9185	-0.007345458	0.009683847
13.9285	-0.007248644	0.008684126
13.9385	-0.006725471	0.009643656
13.9485	-0.005633182	0.010085432
13.9585	-0.006147419	0.011059933
13.9685	-0.00711527	0.009718853
13.9785	-0.007658579	0.010666988
13.9885	-0.006393705	0.010199536
13.9985	-0.006756507	0.009551749
14.0085	-0.006531638	0.009205978
14.0185	-0.007154805	0.008750295
14.0285	-0.006325882	0.00921845
14.0385	-0.006486368	0.009472811
14.0485	-0.006056243	0.00931054
14.0585	-0.006600225	0.008759268
14.0685	-0.006613877	0.008496122
14.0785	-0.00674079	0.0073089
14.0885	-0.006877847	0.007473501
14.0985	-0.006560762	0.007831465
14.1085	-0.006155624	0.009131119
14.1185	-0.006649222	0.010161112
14.1285	-0.006364947	0.010939806
14.1385	-0.007135969	0.009899553
14.1485	-0.006526067	0.0097721
14.1585	-0.005632994	0.008948549
14.1685	-0.005168882	0.009833594
14.1785	-0.005501327	0.010121451
14.1885	-0.006262555	0.009719743
14.1985	-0.005723581	0.011338647
14.2085	-0.007423828	0.010737964
14.2185	-0.007221663	0.010075217
14.2285	-0.006556231	0.011106094
14.2385	-0.005979087	0.009660372
14.2485	-0.005920142	0.00986437
14.2585	-0.005382823	0.012126053
14.2685	-0.005766356	0.010852491
